,advice_mgmt_text,approves_ceo,cons_text,employee position,employee_location,employee_status,employee_years_at_company,number_helpful_votes,overall_rating,positive_outlook,pros_text,ratings_career_oportinity,ratings_comp_benefits,ratings_culture_values,ratings_senior_management,ratings_work_life_balance,review date,review_title
64,,0.0,"Very intimidating environment. Feedback is only negative, never positiveOlder facebook people are very cliquey and not very welcoming to the noobies.American culture seeps through every market and there is no understanding the world is actually global and not American. Local employment laws are not observed. Little diversityPoor leadership who focus on their personal book launch rather than run the …  company.Poor training. Expectations that performance is expected from day one, without time to bed in.The product evolves purely for commercial reasons and not the user experienceShow More", Global Director,"London, England",Former Employee ,not mentioned,25,1.0,1.0,"Young, dynamic organisation that scales globally very wellSome amazing peopleGood packages, good bonusGood recruitment process, fast and efficient",3.0,4.0,1.0,1.0,1.0, 20 Jul 2016,"""Global Relations"""
65,,1.0,Sometimes you become so addicted to the internal tools that you rely on them and forget how the outside world works without them, Production Engineer,"London, England",Current Employee ,L,10,5.0,1.0,"- Flexibility in the technology stack, facebook has almost everything you would think of from Haskell, C++, to Java- Open and transparent culture, *almost* no secrets, all employees are treated as a trusted team",5.0,4.0,5.0,4.0,4.0, 5 May 2016,"""Amazing Culture and Amusing Place"""
66,,1.0,Scratching my head trying to think of some..., Recruiter,"London, England",Current Employee ,L,0,5.0,1.0,"Lots of smart, clever and approachable people. - The friendliest I've ever worked with.Highly engaging projects.The company mission.Brilliant benefitsA career with constant learning and development.",5.0,5.0,5.0,5.0,5.0, 25 May 2016,"""Amazing company"""
67,not mentioned,1.0,"Hm, the only disadvantage I can see is that there is no disadvantages so far :(", Software Engineer IV,"London, England",Current Employee ,L,1,5.0,1.0,"I am in Facebook less than a year, but I already love this company. So many internal tools. So much support from more experienced engineer. I can feel that my knowledge is growing every single day.",5.0,5.0,5.0,5.0,5.0, 9 May 2016,"""I love this job"""
68,,1.0,"You need to take a good grip on your work-life balance - if you want to be first in, you'll be arriving before 7am, while if you want to be last out, you won't leave before midnight, and there's no-one who'll necessarily stop you being both first in and last out.", Software Engineer,"London, England",Current Employee ,L,14,5.0,1.0,"Facebook trusts its engineers. We get free food, access to technology as and when it would help our job, a good working environment, and the ability to regularly move from team to team to prevent burnout and ensure that we've spread our knowledge widely. Lots of flexibility in working hours helps, too.",5.0,5.0,5.0,5.0,4.0, 29 Feb 2016,"""Great engineering org"""
69,,1.0,"The very high level of achievement is intimidating, and although the company is very positive towards work/life balance, sometimes I try to brute-force some impact with long hours.", Engineer,"London, England",Current Employee ,L,5,5.0,1.0,"A refreshingly rational approach to maximising opportunity and efficiency for individual contributors. You're measured objectively on 'impact' but are free to determine where you can find most impact. I work with undoubtedly the strongest engineers (both max and avg levels), the culture is supportive and fast-moving, and I've developed personally more in 8 months here than I have in years elsewhere.",5.0,5.0,4.0,5.0,3.0, 29 Feb 2016,"""How you'd expect a company to work, if it was designed by (string) engineers"""
70,not mentioned,0.0,Thoughest feedbacks you'll ever get. The speed and level of productivity at which they work and expect you to work is scary.(Not sure if any of these are cons), Software Engineer,"London, England",Former Employee ,L,3,4.0,1.0,"Still a bit startup-i, plenty of opportunity for impact and growth, great culture, great percs",5.0,5.0,5.0,4.0,3.0, 11 Mar 2016,"""Once in a lifetime"""
71,,,no cons at this stage, Program Manager,"London, England",Current Employee ,L,1,5.0,1.0,"The people, the work, the innovation & ideas, the food!",5.0,5.0,5.0,5.0,4.0, 25 Feb 2016,"""Recent Joiner"""
72,not mentioned,,EMEA vs US different cultures, London,"London, England",Current Employee ,L,0,5.0,1.0,Great benefitsGreat opportunities to develop yourself professionallyAmazing culture,5.0,5.0,5.0,4.0,5.0, 8 Jan 2016,"""Technical Sourcer"""
73,,1.0,"lots of smart people all trying to make an impact, competitive in a good way, but you need to be on your ""A game.""", Creative Strategist,"London, England",Current Employee ,not mentioned,6,5.0,1.0,"Great company culture, very smart people, interesting work, entrepreneurial, dynamic and ever changing",5.0,5.0,5.0,5.0,4.0, 15 Nov 2015,"""Long interview process, worth the wait"""
74,not mentioned,1.0,The people working at the office were so friendly and nice that I hung out with coworkers a lot and didn't meet any Londoners., Software Engineer,"London, England",Former Employee ,not mentioned,0,5.0,1.0,"They have an amazing culture, everyone I met was very friendly and the work life balance is so much better than the Menlo Park office.",5.0,5.0,5.0,5.0,4.0, 15 Oct 2015,"""An amazing company"""
75,not mentioned,1.0,"It could take some time until you hit your sweet spot in terms of satisfaction and impact.London's office doesn't have that many teams but is growing a lot, maybe this improves over time.", Software Engineer,"London, England",Current Employee ,M,2,5.0,1.0,Lots of smart peopleInteresting projects,4.0,3.0,5.0,5.0,5.0, 19 Sep 2015,"""Amazing Culture in London's Office"""
76,not mentioned,1.0,"Most people don't have a great work-life balance, but it's always self-selected/self-imposed. (Culture is focused on impact rather than time spent working, so working longer hours is not measured or inherently valued.)", Data Scientist,"London, England",Current Employee ,M,4,5.0,1.0,"#1: more impact/person than possibly any other organization on the planetAlso: brilliant and friendly coworkers, ridiculous perks, emphasis on career development and learning",5.0,5.0,5.0,5.0,3.0, 4 Sep 2015,"""Awesome place to work"""
77,,,No cons ! I dont have cons., Anonymous Employee,"London, England",Former Employee ,not mentioned,0,5.0,,Really good company .Great place to work!,5.0,5.0,5.0,5.0,5.0, 4 Jul 2015,"""""Review"""""
78,not mentioned,1.0,- people like working here too much that many people do long hours- company is getting bigger and bigger and is easier to become less impactful / less recognized., Software Engineer,"London, England",Current Employee ,L,4,5.0,1.0,- co workers care about your well being- helping others to achieve and excel is the norm-,5.0,5.0,5.0,5.0,5.0, 22 May 2015,"""Facebook makes you feel like part of a family"""
79,,0.0,"- No work life balance. To be fair, a fair number of people at FB work 40 hour weeks and are pretty successful, but it's not uncommon for people to work 10 hours a day or more, or work on a weekend because they are overloaded with work to do. A lot of people (including me) don't have any friends outside of work.- The whole ""We're changing the world"" thing starts to get old after a while.", Software Engineer,"London, England",Current Employee ,L,15,4.0,1.0,"- Smart, hardworking people- Great internal tools and tech- You get a lot of freedom as an employee, and your ideas are valued by your manager and your peers if they are good.- Great perks  - Free food - Great cafeteria and decent selection of snacks and drinks at the micro-kitchen, plus two bars :)  - Decent gym allowance",4.0,3.0,4.0,,3.0, 18 Apr 2015,"""Friendly people, interesting work but no work-life balance."""
